track_id x_start x_end y_start y_end z_start z_end dE
0 47.63173985693785 47.63174849421466 87.01871558485456 87.01855543330359 65.54865199304466 65.76689802749425 0.0004172695214001281
0 47.63174849421466 47.632227421832674 87.01855543330359 87.01882577700266 65.76689802749425 66.43420093469894 0.0013596776742416223
0 47.632227421832674 47.632584158560896 87.01882577700266 87.01860220957036 66.43420093469894 67.02273378343526 0.0013910221661946275
0 47.632584158560896 47.619065719335126 87.01860220957036 87.03297291675291 67.02273378343526 70.82583438027973 0.007352800669230439
0 47.619065719335126 47.61845616542586 87.03297291675291 87.03375500934924 70.82583438027973 70.99126390286686 0.0002939101339508193
0 47.61845616542586 47.61458581908117 87.03375500934924 87.03636876487275 70.99126390286686 71.7863361732853 0.0013897544935355796
0 47.61458581908117 47.61374985367404 87.03636876487275 87.03693818678865 71.7863361732853 71.9639785459465 0.0002795402938645991
0 47.61374985367404 47.611556595910166 87.03693818678865 87.03864897374703 71.9639785459465 72.51800445821367 0.000968838810412344
0 47.611556595910166 47.608899749043175 87.03864897374703 87.04106831365038 72.51800445821367 73.18029831676462 0.0012013493523677545
0 47.608899749043175 47.60814365709297 87.04106831365038 87.04225545948074 73.18029831676462 73.50030731097412 0.0006471301859173422
0 47.60814365709297 47.60760168155656 87.04225545948074 87.04304799719584 73.50030731097412 73.83581021256539 0.0005815180598745068
0 47.60760168155656 47.60456392752804 87.04304799719584 87.04582238620792 73.83581021256539 75.65655875316925 0.0034122033086129043
0 47.60456392752804 47.594916424840264 87.04582238620792 87.05652367532643 75.65655875316925 76.98417424167134 0.002412361311437156
0 47.594916424840264 47.592498302721964 87.05652367532643 87.06314279542238 76.98417424167134 77.55022711796693 0.0013303559562817353
0 47.592498302721964 47.584360518787854 87.06314279542238 87.0819293735086 77.55022711796693 79.06402345344677 0.00281156844366666
0 47.584360518787854 47.58246253078182 87.0819293735086 87.08487353437796 79.06402345344677 79.35366315987105 0.00048013218952481097
0 47.58246253078182 47.581116762159965 87.08487353437796 87.08680069306962 79.35366315987105 79.5628608146665 0.0003572769068430596
0 47.581116762159965 47.57259806918808 87.08680069306962 87.09583019918861 79.5628608146665 81.04940386559893 0.002968175246142023
0 47.57259806918808 47.56785652889392 87.09583019918861 87.09930282107624 81.04940386559893 82.12043827057647 0.002357507536529948
0 47.56785652889392 47.56267132780834 87.09930282107624 87.10180028072854 82.12043827057647 82.77325856907851 0.0011334530660672088
0 47.56267132780834 47.56142264350097 87.10180028072854 87.10226428299782 82.77325856907851 82.90693582860418 0.00022402583185656156
0 47.56142264350097 47.56018087354547 87.10226428299782 87.10278711468557 82.90693582860418 83.02289172823305 0.00020652570672701889
0 47.56018087354547 47.55634189206572 87.10278711468557 87.10418289629708 83.02289172823305 83.39304750543339 0.0006728358358786391
0 47.55634189206572 47.5561997827567 87.10418289629708 87.10423057032833 83.39304750543339 83.40596165540646 1.3317150919736423e-05
0 47.5561997827567 47.55466485587522 87.10423057032833 87.10483120061335 83.40596165540646 83.55322840139175 0.0002564056711471244
0 47.55466485587522 47.53779034533762 87.10483120061335 87.11159628563692 83.55322840139175 84.70800040178047 0.0024912875182793526
0 47.53779034533762 47.51689234540934 87.11159628563692 87.11914733882695 84.70800040178047 85.67490563885575 0.001844640339718167
0 47.51689234540934 47.48504775084707 87.11914733882695 87.1285334330158 85.67490563885575 86.97600453668429 0.0023797000662675715
0 47.48504775084707 47.46507873575551 87.1285334330158 87.1367868952716 86.97600453668429 87.7774044801765 0.001490695425215511
0 47.46507873575551 47.431155531986796 87.1367868952716 87.14663424914345 87.7774044801765 89.14223484913502 0.0026494144512747993
0 47.431155531986796 47.42987708441837 87.14663424914345 87.14652075301231 89.14223484913502 89.1792171001757 5.914582564072271e-05
0 47.42987708441837 47.42405473379021 87.14652075301231 87.14592255862097 89.1792171001757 89.34214014842782 0.00029480931989650755
0 47.42405473379021 47.33902257945654 87.14592255862097 87.10114054185654 89.34214014842782 91.48721290036346 0.003695708229735965
0 47.33902257945654 47.299904458141434 87.10114054185654 87.06630300836072 91.48721290036346 92.54701658875166 0.002128079672944665
0 47.299904458141434 47.25669910657474 87.06630300836072 87.04540721988903 92.54701658875166 93.50151056766916 0.0016915278276865772
0 47.25669910657474 47.212879388698866 87.04540721988903 87.02219590070106 93.50151056766916 94.54789352632997 0.0018853975861607226
0 47.212879388698866 47.03109191427632 87.02219590070106 86.85264265030906 94.54789352632997 98.62822720270691 0.008305151281270419
0 47.03109191427632 46.970407372429264 86.85264265030906 86.77441621704912 98.62822720270691 100.23109428732874 0.0032364710835940773
0 46.970407372429264 46.95492357748971 86.77441621704912 86.7604518611618 100.23109428732874 100.54996832375119 0.0005574997829226929
0 46.95492357748971 46.93884683576539 86.7604518611618 86.7491986720396 100.54996832375119 100.86533959898364 0.0006091044482911949
0 46.93884683576539 46.90049417642031 86.7491986720396 86.72083852547482 100.86533959898364 101.66081709950993 0.0016009251918253171
0 46.90049417642031 46.89206177957618 86.72083852547482 86.71476843654366 101.66081709950993 101.83322039791686 0.00029032886144480434
1 23.517770067038125 23.517776815473063 30.991914978129607 30.99192189493762 19.677742703296396 19.717243450323775 7.249353724529961e-05
